Product Name,Brand,Category,Cantidad de Búsquedas,Término de Búsqueda,Price,Avg. Price per Mo,Net Margin,LQS,# of Reviews,Rating,Min. Price,Net,FBA Fees,Score for PL,Score for Reselling,# of Sellers,Rank,Avg. BSR per Mo,Inventory,Est. Sales,Est. Revenue,Page Sales Share,Page Rev. Share,Rev. per Review,Profit Potential,Available from,Best Seller in ,A+,Weight,Seller Type,Variants,ASIN,URL
"Whey Protein 100%, Olimpo, 63 servicios, 2.26 kg , Sabor Vainilla, 36 g porcion",MDN,Salud y Cuidado Personal,3,Proteina Alta En Fibra Bajo En Sodio | Proteina Baja En Sodio | Proteina De Levadura,827,845.46,74,65,1570,4.5,827,614.02,212.98,6,7,2,2586,2293,25,92,76084,0.35%,0.36%,48,28244.92,10/3/2017,,TRUE,5.64,FBA,1,B07663L1SK,https://www.amazon.com.mx/dp/B07663L1SK
"HABITS BY NOT A FANCY KITCHEN - 1220 g Proteína Vegana en Polvo - 23.5 g de Proteína Por Porción - KETO Friendly, Libre de Gluten, Sin Azúcares Añadidos, Fuente de BCAAs, No GMO 40 Porciones Maca Cacao",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,4,Proteina Cosmetica | Proteina Nutraceutico | Proteina Pet Care Vegano | Proteina Sarcopenia,1489,1489,80,83,7,5,1489,1186.7,302.3,9,0,1,1872,2019,30,50,74450,0.2%,0.32%,10636,59335,3/10/2025,,FALSE,3.13,FBA,1,B0F12865G7,https://www.amazon.com.mx/dp/B0F12865G7
"HABITS BY NOT A FANCY KITCHEN - 1220 g Proteína Vegana en Polvo - 23.5 g de Proteína Por Porción - KETO Friendly, Libre de Gluten, Sin Azúcares Añadidos, Fuente de BCAAs, No GMO 40 Porciones Sabor Matcha Vainilla",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,4,Proteina Cosmetica | Proteina Nutraceutico | Proteina Pet Care Vegano | Proteina Sarcopenia,1489,1489,80,82,11,4.7,1489,1186.8,302.2,9,4,3,2899,2658,30,50,74450,0.2%,0.32%,6768,19780,3/11/2025,,FALSE,3.09,FBA,1,B0F1C476DM,https://www.amazon.com.mx/dp/B0F1C476DM
"HABITS BY NOT A FANCY KITCHEN | High Performance | Proteína Vegetal en Polvo | Sabor Vainilla 578 g | 30 g de Proteína Por Porción | Sin Azúcares Añadidos, 6g de BCAAS, 1.5 G Carbs, No GMO - Aprox. 15 Porciones",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,3,Proteina Cosmetica | Proteina De Levadura | Proteina Nutraceutico,728,740.44,75,80,358,4.7,728,547.85,180.15,8,0,1,122,242,843,100,72800,0.38%,0.35%,203,54785,11/14/2022,,TRUE,1.54,FBA,2,B0BLY7K48M,https://www.amazon.com.mx/dp/B0BLY7K48M
Fancy Pets MS Probióticos para Perros y Gatos con 60 Tabletas,Fancy Pets,Productos para animales,1,Proteina Pet Care,241.68,251.35,59,67,139,4.6,241.68,142.14,99.54,8,10,2,288,270,30,300,72504,2.43%,0.87%,522,21321,11/5/2024,,TRUE,0.26,MCH,1,B0DM71HJ2P,https://www.amazon.com.mx/dp/B0DM71HJ2P
"HEALTHADDICTION - G Free Proteína Vegana Sabor Vainilla - Suplemento Alimenticio con Glutamina, Fibra, Cúrcuma, Jengibre, Vitaminas y Minerales - Cuidado Nutricional Integral - 430g",HealthAddiction,Salud y Cuidado Personal,5,Proteina Alta En Fibra | Proteina Alta En Fibra Bajo En Sodio | Proteina Baja En Sodio | Proteina Cosmetica | Proteina Pet Care Vegano,758,701.46,76,82,244,4.4,758,574.5,183.5,8,0,1,2133,2206,10,93,70494,0%,0%,289,53428.5,12/3/2019,,TRUE,1.23,FBA,1,B07W7LQH5V,https://www.amazon.com.mx/dp/B07W7LQH5V
"HABITS BY NFK - Proteína Vegana en Polvo -presentación de 1.22 kg - 22.3 g de Proteína Vegetal Por Porción - KETO Friendly, Libre de Gluten, Sin Azúcares Añadidos, Fuente de BCAAs, No GMO - 40 Porciones Sabor Cacao - HAB-C01-A2 - 1220 g",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,3,Proteina Cosmetica | Proteina Nutraceutico | Proteina Sarcopenia,1405,1405,79,79,65,4.4,1405,1115.24,289.76,9,0,1,1068,6305,99,50,70250,0.2%,0.3%,1081,55762,1/14/2024,,TRUE,3.13,FBA,1,B0CSD7LKJF,https://www.amazon.com.mx/dp/B0CSD7LKJF
ENTEREX® PROTEINEX | Caseinato de calcio | concentrado de Proteina | suplemento alimenticio | polvo sin sabor | | 90 gr Por porcion | lata 275g | (1 lata Sin Sabor),Enterex,Salud y Cuidado Personal,1,Proteina De Levadura,519,584.6,72,86,206,4.8,519,374.67,144.33,8,7,4,753,1476,30,153,69792.74,0.59%,0.33%,339,14331.13,5/18/2019,,FALSE,0.79,FBA,1,B07SFRB568,https://www.amazon.com.mx/dp/B07SFRB568
Wild Protein | Barras altas en proteína | Sabor Chocolate | Pack de 5 unidades | 15 g de proteína | Sin azúcares ni grasa añadida | 45 g cada barra,Wild Protein,Salud y Cuidado Personal,1,Proteina Baja En Sodio,150,149,49,80,328,4.4,150,73.02,76.98,6,0,1,482,343,2,514,68790.2,1.47%,0.2%,210,37532.28,3/14/2023,,TRUE,0.6,MCH,1,B0B8R5STGH,https://www.amazon.com.mx/dp/B0B8R5STGH
"EVOLUTION, Proteína de Suero de Leche, WP100, Whey Protein, 18 Aminoácidos, Sin Gluten, Sugar Free, Post Workout, Sabor Cookies, 46.6 Porciones, 1400g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1160,1179.01,78,86,107,4.7,1160,905.51,254.49,9,0,1,3265,4034,30,58,68421,0.17%,0.2%,639,52519.58,10/2/2019,,FALSE,3.53,FBA,1,B0DQT3NK6N,https://www.amazon.com.mx/dp/B0DQT3NK6N
"Ensure Clásico - en Polvo Sabor Chocolate, 400g, Alimentación Especializada con Vitaminas, Proteínas y Prebióticos, Clínicamente Probado",Ensure,Salud y Cuidado Personal,1,Proteina De Levadura,337.5,292.54,68,86,494,4.8,337.5,228.99,108.51,6,10,2,1814,983,2,206,66279.58,0.79%,0.32%,134,23585.97,4/28/2018,,TRUE,1.1,MCH,1,B07CPGSF2C,https://www.amazon.com.mx/dp/B07CPGSF2C
"Wellthy Peas Protein Proteina Vegana de Chícharo 450g. 26g de Proteína por Porción, 15 Porciones por Envase, 100% Natural, 100% Plant Based, Low Carb, Gluten Free, Sugar Free, Bottle Free.",WELLTHY,Salud y Cuidado Personal,1,Proteina Cosmetica,249,297.4,58,82,589,4.6,249,143.49,105.51,5,0,1,760,770,27,260,64740,0%,0%,110,37307.4,1/4/2024,,TRUE,1.01,FBA,5,B0CRM4KJCR,https://www.amazon.com.mx/dp/B0CRM4KJCR
"Forzagen | Proteína Forzawhey-Pro | 25 g de Proteína | 100% Whey Protein | 64,8 Servicios | Sabor Fresas con Crema | Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",Forzagen,Salud y Cuidado Personal,2,Proteina Cosmetica | Proteina Nutraceutico,1349,1389.99,78,84,84,4.7,1349,1058.38,290.62,9,0,1,5239,5407,4,50,63403,0%,0%,40358,49743.86,1/10/2023,,TRUE,5.29,FBA,2,B0BS76VNJN,https://www.amazon.com.mx/dp/B0BS76VNJN
Dogelthy Pure Sardine Oil 450 ml. Aceite de Sardina con Omega 3 para Perro. 300 MG de EPA + DHA por Dosis. Suplemento de Aceite de Pescado para Perro. para Croquetas o Dieta Barf.,Dogelthy,Productos para animales,1,Proteina Pet Care,599,577.75,74,82,162,4.6,599,441.31,157.69,9,0,1,774,578,30,100,59900,0.81%,0.72%,370,44131,4/17/2024,,TRUE,1.1,FBA,1,B0D23TY71M,https://www.amazon.com.mx/dp/B0D23TY71M
Giant Sports International Performance Edge ISO Upgrade 100% Whey Isolate | Proteína de Suero de Leche | 25 gr de Proteína Completa Derivada únicamente de Whey Protein Isolate 90% WPI | Vainilla 5lb 76 serv | Solo 2 g de Carbohidratos | Proteína de Digestión Ultra Rápida | Sin Gluten | Hecho en EUA,Giant Performance,Salud y Cuidado Personal,4,Proteina Alta En Fibra | Proteina Alta En Fibra Bajo En Sodio | Proteina De Levadura | Proteina Nutraceutico,1199,1199,77,87,362,4.5,1199,929.22,269.78,7,0,1,4450,5548,12,48,57552,0.18%,0.28%,159,44602.56,4/15/2020,,FALSE,5.73,FBA,1,B07MZGVH43,https://www.amazon.com.mx/dp/B07MZGVH43
"Forzagen | Proteína Forzawhey-Pro | 25 g de Proteína | 100% Whey Protein | 65 Servicios | Sabor Choco Coco | Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",Forzagen,Salud y Cuidado Personal,1,Proteina Alta En Fibra Bajo En Sodio,1349,1291.84,78,82,812,4.6,1349,1057.61,291.39,6,0,1,5575,6790,5,39,54531.24,0%,0%,67,41246.79,7/17/2018,,TRUE,5.71,FBA,1,B07FP6M3DT,https://www.amazon.com.mx/dp/B07FP6M3DT
"Scifit | Proteína Whey | 24 g de Proteína | 100% Whey Protein | 61 Servicios | Sabor Latte | Post Entrenamiento | Bajo en Carbs | 5lb (2,27 kg)",SCIFIT,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina Sarcopenia,1299,1323.89,78,82,258,4.6,1299,1015.49,283.51,8,0,1,6167,7092,4,40,54231.28,0.16%,0.23%,210,40619.6,2/7/2021,,TRUE,5.6,FBA,1,B08W6VJL2L,https://www.amazon.com.mx/dp/B08W6VJL2L
"EVOLUTION, Proteína de Suero de Leche, WP60, Whey Protein, 18 Aminoácidos, 11 Vitaminas y Minerales, Low Carb, Post Workout, Sabor Fresa, 26.7 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,3,Proteina Alta En Fibra Bajo En Sodio | Proteina Baja En Sodio | Proteina Cosmetica,549,488.37,71,80,251,4.5,549,392.5,156.5,8,0,1,778,2196,15,114,53925.68,0%,0%,215,44745,1/3/2023,,TRUE,2.07,FBA,1,B0BRR2N1R8,https://www.amazon.com.mx/dp/B0BRR2N1R8
Diamondtech Proteína Pro Whey Isolate 5lbs (2.27kg) 70 servicios MOKA,DIAMONDTECH,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina Baja En Sodio,1029,899,77,61,258,4.3,1029,787.29,241.71,9,4,3,5970,5217,16,52,53508,0%,0%,207,13646.36,7/3/2022,,TRUE,5,FBA,1,B0B5SHDXLQ,https://www.amazon.com.mx/dp/B0B5SHDXLQ
ProT Gold – Berry Azúcar última intervensión de Azúcar Líquido Proteína Shot – Botella de 16 oz con 16 1oz porciones – Anti Envejecimiento Colágeno Líquido Una proteína clínicamente probada Nano hidrolizada utilizada en más de 3000 instalaciones médicas,ProT Gold,Alimentos y Bebidas,1,Proteina Sarcopenia,1063.31,1129.02,78,61,376,4.2,1063.31,833.63,229.68,8,4,6,2452,2794,23,50,53165.5,0.2%,0.23%,141,6946.92,6/22/2017,,TRUE,1.41,FBA,1,B01M8KQSUC,https://www.amazon.com.mx/dp/B01M8KQSUC
"EVOLUTION, Proteína de Suero de Leche, WP60, Whey Protein, 18 Aminoácidos, 11 Vitaminas y Minerales, Low Carb, Post Workout, Sabor Chocolate, 25 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,1,Proteina Baja En Sodio,549,456.91,71,80,397,4.5,549,392.5,156.5,7,0,1,1185,2785,15,98,51718.52,0.28%,0.15%,130,38465,1/3/2023,,TRUE,2.07,FBA,1,B0BRR1K757,https://www.amazon.com.mx/dp/B0BRR1K757
Proteína Orgánica Vegana de 1.361 kg sabor Chocolate. Ingredientes naturales. Organic Vegan Protein B Life.,B Life Company,Salud y Cuidado Personal,1,Proteina Pet Care Vegano,849,899,76,80,129,4.5,849,641.73,207.27,9,0,1,3260,3699,25,62,50703.5,0.29%,0.26%,393,39787.26,3/24/2022,,TRUE,3.35,FBA,2,B09WJGKZWV,https://www.amazon.com.mx/dp/B09WJGKZWV
Giant Sports International Performance Edge Whey Upgrade 100% Whey Proteína | Hecho en EUA | 70 ser | Bajo en Carbohidratos | 5 lb (2.27 kg) | Sabor Galletas con Crema | Sin Azúcar Añadida | Proteína de Digestión Ultra Rápida | El Lider del Sabor!,Giant Performance,Salud y Cuidado Personal,1,Proteina Baja En Sodio,1149,1099,77,86,245,4.7,1149,887.18,261.82,8,0,1,8533,6065,12,44,50556,0.13%,0.15%,206,39035.92,12/14/2021,,TRUE,5.62,FBA,1,B07MZFBCKR,https://www.amazon.com.mx/dp/B07MZFBCKR
Fancy Pets MS Probiótico para Perros 90g,Fancy Pets,Productos para animales,1,Proteina Pet Care,120.11,91.58,48,63,106,4.4,120.11,57.17,62.94,8,10,2,228,217,100,400,48044,3.24%,0.58%,453,11434,3/3/2016,,TRUE,0.29,MCH,1,B01522AS4S,https://www.amazon.com.mx/dp/B01522AS4S
"STRELLALAB Aceite de pescado Omega 3 golosinas para perros - Alivio de alergias y picazón - Suplemento para piel y pelaje - Salud de las articulaciones - Aceite de salmón salvaje de Alaska - desprendimiento, alivio de picazón de la piel - Omega 3 6 9 - EPA y DHA - 180 golosinas",STRELLALAB,Productos para animales,1,Proteina Pet Care,888,898.05,77,77,4654,4.2,888,685.45,202.55,5,4,8,1968,1304,2,50,44400,0.41%,0.53%,10,4284.06,2/9/2021,,TRUE,1.3,FBA,1,B08D9JQ1LP,https://www.amazon.com.mx/dp/B08D9JQ1LP
"EVOLUTION, Proteína de Suero de Leche, WP100, Whey Protein, 18 Aminoácidos, Sin Gluten, Sugar Free, Post Workout, Sabor Moka, 24 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,2,Proteina Cosmetica | Proteina De Levadura,718,644.49,75,82,304,4.6,718,536.29,181.71,8,0,1,4423,7219,0,73,42426.59,0.28%,0.2%,140,39149.17,5/9/2022,,TRUE,2.07,FBA,1,B09ZZCG1B6,https://www.amazon.com.mx/dp/B09ZZCG1B6
"Proteína Wheyner Mdn Sports 1.95kg Sabor Vainilla, Proteina Premium, 65 Servicios, Whey Protein, Proteina 100% Whey.",MDN,Salud y Cuidado Personal,2,Proteina Alta En Fibra Bajo En Sodio | Proteina Nutraceutico,1028.45,969.83,77,82,311,4.6,1028.45,787.23,241.22,7,4,3,3243,6908,12,38,40054.37,0%,0%,129,9971.58,10/7/2014,,TRUE,5,FBA,4,B0742PYS28,https://www.amazon.com.mx/dp/B0742PYS28
"EVOLUTION, Proteína de Suero de Leche, WP60, Whey Protein, 18 Aminoácidos, 11 Vitaminas y Minerales, Low Carb, Post Workout, Sabor Frapuccino, 26.6 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,3,Proteina Cosmetica | Proteina Nutraceutico | Proteina Sarcopenia,549,520.15,72,84,43,4.7,549,392.66,156.34,9,0,1,1346,4853,4,75,39955.95,0.3%,0.17%,929,29449.5,1/5/2023,,TRUE,2.07,FBA,1,B0D94VRKK4,https://www.amazon.com.mx/dp/B0D94VRKK4
"Proteína Wheyner Mdn Sports 1.95kg Sabor plátano, Proteina Premium, 65 Servicios, Whey Protein, Proteina 100% Whey.",MDN,Salud y Cuidado Personal,3,Proteina Alta En Fibra | Proteina Baja En Sodio | Proteina Sarcopenia,1005.57,1045.89,76,82,311,4.6,1005.57,766.72,238.85,7,0,1,3243,7451,0,38,39767.26,0.15%,0.17%,128,29135.36,10/6/2014,,TRUE,4.98,MCH,4,B0742Q1B6V,https://www.amazon.com.mx/dp/B0742Q1B6V
"BIRDMAN Parrot Greens & Protein Super Alimento, Colacion De Verdes + Proteina En Polvo (Vegana) Certificado Kosher, Alto En Fibra Vitamina A, C, B9, Sabor Berry Vainilla | 7 Porciones | 210gr",BIRDMAN,Salud y Cuidado Personal,1,Proteina Pet Care Vegano,239,239,58,80,774,4.5,239,138.3,100.7,4,0,1,1074,1304,70,162,38718,0.77%,0.2%,50,22404.6,9/22/2018,,TRUE,0.66,FBA,4,B07JKD7QTQ,https://www.amazon.com.mx/dp/B07JKD7QTQ
Easy Fit by Julia Ritz | Proteina Premium GRASS-FED | Suplemento alimenticio en polvo | 25 g de proteína | 5.5 g de BCAA's | 1 g NET CARB | HWPI GRASS-FED | Pre + Probióticos | Cont Net 455gr | By Julia Ritz (Chocolate),EASY FIT BY JULIA RITZ,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,649,649,74,74,17,4.2,649,481.75,167.25,9,0,1,7073,3822,30,59,38291,0.24%,0.16%,2252,28423.25,1/15/2025,,TRUE,1.28,FBA,3,B0DT7LQNQH,https://www.amazon.com.mx/dp/B0DT7LQNQH
Easy Fit by Julia Ritz | Proteina Premium GRASS-FED | Suplemento alimenticio en polvo | 25 g de proteína | 5.5 g de BCAA's | 1 g NET CARB | HWPI GRASS-FED | Pre + Probióticos | Cont Net 455gr | By Julia Ritz (Chai),EASY FIT BY JULIA RITZ,Salud y Cuidado Personal,1,Proteina Nutraceutico,649,649,74,74,17,4.2,649,481.72,167.28,9,0,1,7073,3891,30,59,38291,0.25%,0.14%,2252,28421.48,1/15/2025,,TRUE,1.28,FBA,3,B0DT7MX8ZQ,https://www.amazon.com.mx/dp/B0DT7MX8ZQ
"BHP- LADY FIT- Women Protein | Proteina de suero de leche| baja en carbohidratos| Acido hialurónico| Bcaas| Colágeno| Sin azúcar añadida| Vitamina C| 23grs proteina |36 servicios (3 lbs)|Fácil digestion| Para mujer |Altamente asimilable| Sin OGM (WOMEN PROTEIN + MAGNESIO 100CAPS + VITC C, PASTEL DE CHOCOLATE)",LADY FIT,Salud y Cuidado Personal,1,Proteina Baja En Sodio,668,668,73,86,154,4.4,668,485.57,182.43,9,0,1,5234,5054,30,55,36740,0.16%,0.11%,239,26706.35,2/20/2020,,FALSE,3.79,FBA,4,B0FLZ7Q87N,https://www.amazon.com.mx/dp/B0FLZ7Q87N
Virbac|Anxitane M/L Suplemento Natural en tabletas palatables (deliciosas) para el manejo del estrés en Perros de Tallas Mediana y Grande - 30 tabletas c/u de 720 MG,Virbac,Productos para animales,1,Proteina Pet Care,725,731.75,76,72,20,4.1,725,554.35,170.65,9,4,2,1020,1271,10,50,36250,0.41%,0.43%,1813,13858.75,8/20/2024,,TRUE,0.07,FBA,1,B0DHFFV91J,https://www.amazon.com.mx/dp/B0DHFFV91J
Sportfeed Gym con Proteina Vegana y Creatina Monohidratada (Creatine Monohydrate) (NR),SPORTFEED,Salud y Cuidado Personal,1,Proteina Cosmetica,620,415.76,,78,94,4.4,620,452.66,167.34,9,0,1,2658,6472,75,50,35960,0%,0%,375,26254.28,10/31/2022,,TRUE,1.78,FBA,1,B09PXVBB41,https://www.amazon.com.mx/dp/B09PXVBB41
"HABITS BY NOT A FANCY KITCHEN | Proteína Vegetal en Polvo | Sabor Vainilla | 16 Sobres Cont. Net 30.5g | 23.5 g de Proteína Por Porción | Sin Azúcares Añadidos, Fuente de BCAAs, No GMO - 16 Porciones",HABITS BY NOT A FANCY KITCHEN,Alimentos y Bebidas,1,Proteina Nutraceutico,719,682.89,75,84,93,4.7,719,541.29,177.71,9,0,1,1266,3817,59,50,35950,0.21%,0.13%,387,27064.5,10/14/2023,,TRUE,1.28,FBA,1,B0CL3PTL4Q,https://www.amazon.com.mx/dp/B0CL3PTL4Q
"Meta Nutrition, Meta Veg, Proteína Vegana Aislada e Hidrolizada, Sabor Vainilla, 5 lb, 65 servicios.",META NUTRITION,Salud y Cuidado Personal,1,Proteina Pet Care Vegano,644,749,71,63,136,4.4,644,458.01,185.99,9,4,2,4490,4606,17,55,35420,0.26%,0.18%,260,12595.27,5/8/2010,,TRUE,5.71,FBA,1,B07F1YY8DC,https://www.amazon.com.mx/dp/B07F1YY8DC
"Forzagen | Proteína Isogen | 24 g de Proteína | Whey Protein Isolate | 40,5 Servicios | Sabor Galletas con Crema| Post Entrenamiento | Bajo en Carbs | 2,5lb (1,13 kg)",Forzagen,Salud y Cuidado Personal,1,Proteina Cosmetica,1099,915.15,78,70,22,3.8,1099,856.37,242.63,10,0,1,10297,10297,5,30,35337.7,0%,0%,1606,25691.1,9/5/2022,,TRUE,2.89,FBA,2,B0BDJGWLXJ,https://www.amazon.com.mx/dp/B0BDJGWLXJ
VALARA Proteína Vegana en Polvo 528 g - 22g de Proteína por Porción - Sabor Choco Avellana - Baja en Carbohidratos y Libre de Azúcar - Con Pre y Probióticos - 16 Porciones,Valara,Salud y Cuidado Personal,2,Proteina Baja En Sodio | Proteina De Levadura,22870,529,85,78,114,4.4,22870,19368.52,3501.48,9,0,1,3373,4190,0,60,35303.02,0.23%,0.17%,310,1162111.2,10/14/2024,,TRUE,1.46,MCH,2,B0DK47J7YH,https://www.amazon.com.mx/dp/B0DK47J7YH
"EVOLUTION, Proteína de Suero de Leche, WP100, Whey Protein, 18 Aminoácidos, Sin Gluten, Sugar Free, Post Workout, Sabor Vainilla, 26.6 Porciones, 800g",ENC EVOLUTION NUTRACEUTICAL COMPANY,Salud y Cuidado Personal,1,Proteina Baja En Sodio,718,611.25,75,82,536,4.6,718,536.17,181.83,5,0,1,2214,5609,10,47,35046.12,0.13%,0.1%,65,25199.99,12/30/2019,,TRUE,2.03,FBA,1,B09VP2KZ8P,https://www.amazon.com.mx/dp/B09VP2KZ8P
PETS PHARMA EFA-DERM 237ML,PETS PHARMA,Productos para animales,1,Proteina Pet Care,350,392.36,69,85,208,4.8,350,242.63,107.37,8,4,9,476,824,30,100,35000,0.81%,0.42%,168,2695.89,8/19/2019,,FALSE,0.62,FBA,1,B07WX2ZC6C,https://www.amazon.com.mx/dp/B07WX2ZC6C
VALARA Proteína Sport - Proteína con Creatina Monohidratada 1 Kg - High Performance Máxima Pureza - Suplemento Deportivo En Polvo - Choco Avellana - Sin Azúcar - Con Citrato de Magnesio y Probióticos,Valara,Salud y Cuidado Personal,3,Proteina Alta En Fibra | Proteina Cosmetica | Proteina Sarcopenia,899,936.2,76,78,61,4.4,899,687.61,211.39,9,0,1,7150,6900,0,37,34680,0.15%,0.15%,569,25441.57,6/4/2025,,TRUE,2.51,FBA,1,B0FC33G4SZ,https://www.amazon.com.mx/dp/B0FC33G4SZ
Slimfast Original| Malteada En Polvo| 10 g de proteína| 52 Porciones | Sabor Vainilla | 1.35 kg,SlimFast,Salud y Cuidado Personal,1,Proteina Baja En Sodio,789,789,75,68,257,4.6,789,590.54,198.46,8,4,2,5605,6446,24,43,33927,0.12%,0.1%,132,12696.61,2/6/2024,,FALSE,3.09,FBA,1,B0C831Y18H,https://www.amazon.com.mx/dp/B0C831Y18H
Medical Solutions Kit Salud Digestiva y Bienestar para Perros Aceite de Salmón Omega 3 + Probiótico + Plato de Lenta Alimentación,Lomas,Productos para animales,1,Proteina Pet Care,309,309,65,67,5,4.8,309,200.73,108.27,9,0,1,1334,984,2,100,30900,0.81%,0.37%,6180,20073,4/29/2025,,FALSE,1.39,MCH,1,B0F721ZYBQ,https://www.amazon.com.mx/dp/B0F721ZYBQ
"BHP- LADY FIT- Women Protein | Proteina de suero de leche| baja en carbohidratos| Acido hialurónico| Bcaas| Colágeno| Sin azúcar añadida| Vitamina C| 23grs proteina |36 servicios (3 lbs)|Fácil digestion| Para mujer |Altamente asimilable| Sin OGM (WOMEN PROTEIN + MAGNESIO 100CAPS + VITC C, VAINILLA)",LADY FIT,Salud y Cuidado Personal,4,Proteina Alta En Fibra Bajo En Sodio | Proteina Cosmetica | Proteina Nutraceutico | Proteina Sarcopenia,668,668,73,86,154,4.4,668,485.74,182.26,9,0,1,5234,5437,30,46,30728,0.19%,0.13%,200,22344.04,2/20/2020,,FALSE,3.79,FBA,4,B0FLZCMMYY,https://www.amazon.com.mx/dp/B0FLZCMMYY
"LADY FIT Women Protein fresas con crema 3 lbs, proteina de suero de leche para la mujer, baja en carbohidratos, con vitamina C, acido hialurónico y colágeno",LADY FIT,Salud y Cuidado Personal,1,Proteina Baja En Sodio,687,621.08,73,67,55,4.4,687,504.03,182.97,9,0,1,5649,6436,50,44,30228,0.13%,0.09%,550,22177.32,2/19/2020,,FALSE,3.35,FBA,1,B08P81GYQB,https://www.amazon.com.mx/dp/B08P81GYQB
Virbac | Veggiedent FR3SH L | Deliciosas tiras masticables para la higiene oral y contra el mal aliento de perros - 15 tiras para perros | 30Kg,Virbac,Productos para animales,1,Proteina Pet Care Vegano,299.25,345.48,65,55,28,4,299.25,194.43,104.82,9,4,6,517,692,30,100,29925,0.48%,0.15%,1069,3240.5,8/16/2020,,TRUE,1.32,FBA,1,B07YSYFG85,https://www.amazon.com.mx/dp/B07YSYFG85
"NATSA Proteina de Soya, Calidad Premium, 1 Kg",NATSA,Salud y Cuidado Personal,3,Proteina De Levadura | Proteina Nutraceutico | Proteina Sarcopenia,319.99,327.8,64,80,55,4.4,319.99,206.23,113.76,8,7,2,2351,2257,10,93,29759.07,0.36%,0.14%,541,9589.69,9/25/2023,,FALSE,2.25,FBA,1,B0CH1PZZSJ,https://www.amazon.com.mx/dp/B0CH1PZZSJ
"HEALTHADDICTION - Proteína Vegana con Sabor a Vainilla, Fórmula Potenciada con Glutamina y Aminoácidos, 24g de Proteína y 2.5g de Glutamina por Porción - Ingredientes Naturales, Presentación de 600g",HealthAddiction,Salud y Cuidado Personal,1,Proteina Pet Care Vegano,699,634.77,75,78,66,4.2,699,522,177,9,0,1,7756,6000,10,46,29544.47,0.22%,0.15%,448,24012,12/25/2019,,TRUE,1.68,FBA,1,B084N8KQ1K,https://www.amazon.com.mx/dp/B084N8KQ1K
Giant Sports International Everyday Whey Proteína | Suero de Leche en Polvo | 2 lb (907 gr) | Sabor Vainilla | 25 gr de proteína por porción | Sin Azúcar Añadida | 23 porciones | Hecho en EUA,Giant Sports International,Salud y Cuidado Personal,1,Proteina Cosmetica,349,395,,80,380,4.4,349,230.41,118.59,5,0,1,3069,2602,3,100,28967,0%,0%,244,19124.03,7/25/2021,,FALSE,2.33,FBA,1,B09B89DJK6,https://www.amazon.com.mx/dp/B09B89DJK6
"Hero Sport Proteina Chocolate 1kg. 25g de Whey Protein por Porción y 5.6g de BCAA's, 30 Porciones, 0 Sugar Adder, Endulzado con Monk Fruit, NON GMO, GLuten Free, Bottle Free.",HEROSPORTS,Alimentos y Bebidas,4,Proteina Alta En Fibra | Proteina Baja En Sodio | Proteina Nutraceutico | Proteina Sarcopenia,575,569.33,72,77,341,4.3,575,411.7,163.3,6,0,1,1760,1633,100,50,28750,0.2%,0.12%,84,20585,11/14/2018,,FALSE,2.27,FBA,8,B07KPPZD38,https://www.amazon.com.mx/dp/B07KPPZD38
"HEROSPORTS | Proteina con Creatina 1kg Sabor Chocolate. Proteina Vegana 30g, Creatina Monohidratada 3g. 25 Porciones, Scoop Incluído dentro del envase, Bottle Free.",HEROSPORTS,Salud y Cuidado Personal,1,Proteina Cosmetica,489,550,72,74,36,4.2,489,349.79,139.21,9,0,1,4355,3972,42,57,27337.88,0%,0%,759,19938.03,4/29/2024,,TRUE,2.27,FBA,3,B0D327HXBJ,https://www.amazon.com.mx/dp/B0D327HXBJ
"WE White Elephant | WEkids, Malteada Nutritiva en Polvo de Sabor Chocolate para Niños, Hecha con Ingredientes Orgánicos, Adicionada con Proteína Vegetal, Vitaminas, Minerales, Vegetales, Superfoods y Probióticos, Producto Vegano y Sin Químicos",WE WHITE ELEPHANT,Salud y Cuidado Personal,2,Proteina Nutraceutico | Proteina Sarcopenia,430,430,72,80,220,4.4,430,308.88,121.12,8,7,2,3050,4652,5,63,27090,0.26%,0.12%,123,9729.72,5/11/2021,,TRUE,0.84,FBA,1,B094S6F6PY,https://www.amazon.com.mx/dp/B094S6F6PY
